# Notes : Entities from the selected region(s) of the Venn diagram:
#EL1 ^ EL2
#
#EL1 : FF_blank_100%
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#EL2 : FF80%_K_vs_PEX
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
# Owner : gxuser
# Created On : Fri Dec 08 11:36:34 CET 2017
Compound	Number Passed ( FF_blank_100% )	Number Passed ( FF80%_K_vs_PEX )	K_10(raw)	K_17(raw)	K_19(raw)	K_2(raw)	K_21(raw)	K_22(raw)	K_3(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_6(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_30(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	PEX_34(raw)	PEX_69(raw)	PEX_8(raw)	PEX_84(raw)	QC_1(raw)	QC_10(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)
213.24638@7.199941	1	2	339404.0	235675.0	353841.0	262265.0	199986.0	271023.0	354515.0	348881.0	185971.0	216221.0	185368.0	347273.0	319285.0	323939.0	187232.0	357512.0	362134.0	343536.0	194075.0	326592.0	261731.0	318566.0	360899.0	373338.0	357136.0	171477.0	200463.0	185342.0	342954.0	324242.0	379447.0	332179.0	198880.0	331449.0	343849.0	313443.0	270971.0	222851.0	208600.0	163359.0	331698.0	321158.0	333930.0	320402.0
287.2829@7.2041183	1	2	43409.0	45841.0	97300.0	44211.0	51825.0	70953.0	105129.0	90388.0	38236.0	45456.0	42510.0	106457.0	43038.0	97573.0	44835.0	90623.0	89464.0	101991.0	61127.0	76816.0	51266.0	48337.0	94393.0	95642.0	96158.0	39989.0	39241.0	51793.0	107585.0	94559.0	89967.0	89056.0	47279.0	58114.0	44205.0	91907.0	48002.0	49589.0	50208.0	48421.0	95365.0	90551.0	89993.0	94758.0
320.13922@7.235226	1	1	15488.0	1.0	35320.0	1.0	1.0	1.0	37498.0	36004.0	1.0	15616.0	1.0	38563.0	19390.0	36907.0	1.0	34310.0	36931.0	35420.0	1.0	36307.0	20872.0	1.0	37391.0	37256.0	36950.0	1.0	17432.0	13960.0	38279.0	38327.0	39356.0	35601.0	1.0	37316.0	1.0	35313.0	1.0	1.0	1.0	1.0	36943.0	36544.0	38243.0	37584.0
224.14159@7.235513	1	2	34823.0	42458.0	124734.0	1.0	46156.0	35641.0	119297.0	115665.0	47935.0	34508.0	47345.0	139214.0	1.0	135085.0	42226.0	120767.0	124068.0	120625.0	46800.0	125977.0	51361.0	35148.0	122430.0	125706.0	114939.0	51057.0	50577.0	41156.0	155046.0	120582.0	105574.0	119931.0	46811.0	147104.0	30736.0	134526.0	33995.0	33395.0	39602.0	49334.0	104373.0	111705.0	112842.0	128925.0
217.16843@7.2517204	1	2	221072.0	233059.0	406292.0	168475.0	122973.0	178264.0	429016.0	313073.0	197649.0	176995.0	229530.0	649898.0	147543.0	474768.0	248786.0	465814.0	465028.0	348081.0	307737.0	307266.0	199031.0	184188.0	444028.0	365894.0	431758.0	135816.0	276008.0	143213.0	415995.0	344761.0	535600.0	856868.0	212982.0	485982.0	142701.0	253493.0	124390.0	128129.0	129612.0	128467.0	260346.0	244415.0	244835.0	256194.0
229.24149@7.2648377	1	2	1310169.0	1213819.0	1881506.0	1236597.0	1211633.0	1265307.0	2007103.0	2117623.0	1035266.0	1272897.0	1088267.0	1923207.0	1286675.0	2432422.0	1120284.0	1905256.0	2075475.0	2360838.0	1135489.0	1890596.0	1320232.0	1362888.0	1955753.0	2136583.0	2294067.0	951455.0	1085975.0	1106037.0	2595582.0	2170435.0	2296140.0	2077671.0	1256958.0	1969010.0	1281843.0	1875681.0	1368690.0	1200379.0	1141441.0	1063270.0	2191860.0	2016406.0	1943738.0	1862962.0
227.26176@7.2938795	1	1	39500.0	35590.0	49514.0	37757.0	1.0	39930.0	45789.0	50863.0	21839.0	1.0	1.0	50629.0	48145.0	56627.0	1.0	40779.0	46986.0	52821.0	23962.0	45440.0	34727.0	42456.0	44309.0	43185.0	49754.0	21712.0	1.0	26264.0	39922.0	51921.0	47757.0	48096.0	41560.0	47580.0	57385.0	45131.0	34539.0	31356.0	28188.0	25227.0	50968.0	48028.0	44559.0	46647.0
291.0668@7.3900332	1	2	915386.0	802677.0	1727971.0	783506.0	808182.0	802657.0	1569827.0	1648746.0	785683.0	799926.0	720370.0	1488042.0	831783.0	1743866.0	731506.0	1701510.0	1725511.0	1668432.0	772196.0	1750497.0	785751.0	796266.0	1553882.0	1587990.0	1684083.0	742227.0	790991.0	748448.0	1630541.0	1705633.0	1767451.0	1644396.0	793119.0	1929953.0	854518.0	1720301.0	866498.0	814558.0	808420.0	757626.0	1700423.0	1688460.0	1686927.0	1689332.0
375.01797@7.3899813	1	1	18557.0	1.0	35836.0	1.0	8467.0	1.0	40608.0	33453.0	1.0	1.0	1.0	42218.0	15847.0	37615.0	1.0	37358.0	33873.0	24705.0	1.0	37655.0	1.0	16082.0	33252.0	35238.0	35338.0	11335.0	13757.0	15819.0	38537.0	46673.0	39395.0	42709.0	1.0	40491.0	1.0	37799.0	1.0	14206.0	13482.0	1.0	36798.0	44865.0	42023.0	36704.0
335.03036@7.390093	1	2	76008.0	83704.0	191503.0	73378.0	87031.0	85112.0	188364.0	189547.0	88411.0	83428.0	74977.0	178864.0	79409.0	202303.0	82590.0	188483.0	191092.0	184467.0	84962.0	193382.0	88409.0	75120.0	185230.0	180197.0	191738.0	81024.0	80854.0	83817.0	189427.0	199309.0	188425.0	192204.0	83813.0	215519.0	78170.0	194914.0	84452.0	81721.0	85243.0	82427.0	189926.0	193599.0	189103.0	193926.0
171.16289@7.5170603	1	2	270456.0	152689.0	523701.0	317187.0	216709.0	213444.0	547269.0	246635.0	216505.0	217001.0	260509.0	1153267.0	248334.0	293364.0	173081.0	419623.0	361738.0	472070.0	225702.0	313065.0	245787.0	207232.0	413632.0	524749.0	474188.0	262780.0	253235.0	236205.0	845591.0	408104.0	317000.0	370865.0	198383.0	949860.0	97601.0	176195.0	87638.0	87069.0	84624.0	87657.0	165523.0	171775.0	182486.0	177252.0
208.1467@7.561455	1	2	28188.0	25900.0	58193.0	27249.0	27890.0	23435.0	59418.0	58582.0	29459.0	24404.0	29855.0	59567.0	29189.0	51766.0	25037.0	51253.0	59712.0	62159.0	23800.0	52977.0	28375.0	27235.0	49683.0	53855.0	60516.0	36217.0	26573.0	26720.0	70083.0	54058.0	62091.0	65438.0	26320.0	62839.0	29462.0	44732.0	23868.0	23552.0	20968.0	22025.0	45507.0	43493.0	44424.0	54297.0
323.2098@7.59346	1	2	54141.0	37498.0	87812.0	67835.0	32631.0	43956.0	387417.0	161059.0	52546.0	84609.0	48237.0	210607.0	34234.0	160490.0	41718.0	233290.0	109222.0	179144.0	57363.0	78963.0	56377.0	59218.0	257049.0	101574.0	76104.0	68724.0	117083.0	31265.0	148880.0	78919.0	150756.0	254755.0	79557.0	124630.0	65473.0	116980.0	55795.0	50807.0	53495.0	50447.0	127356.0	117540.0	126223.0	122904.0
337.25925@7.6013064	1	1	1.0	21161.0	38849.0	1.0	1.0	1.0	34365.0	41806.0	19732.0	18274.0	20913.0	32748.0	18780.0	1.0	18882.0	35765.0	39957.0	33672.0	22741.0	39665.0	19962.0	21374.0	34925.0	39503.0	44894.0	41038.0	1.0	21126.0	43527.0	42263.0	39849.0	1.0	19980.0	39268.0	21157.0	42684.0	23711.0	1.0	17364.0	1.0	39281.0	36366.0	32594.0	1.0
356.9492@7.6740375	1	2	47663.0	63417.0	81998.0	31676.0	1.0	118710.0	65575.0	64443.0	1.0	38022.0	48489.0	128006.0	67670.0	75837.0	35515.0	114062.0	141408.0	108423.0	1.0	91566.0	31367.0	1.0	66383.0	78346.0	181974.0	59288.0	1.0	1.0	74148.0	72884.0	73436.0	199016.0	321517.0	381695.0	677545.0	1206916.0	606734.0	597462.0	583250.0	404290.0	772177.0	1255169.0	1159819.0	1336940.0
310.178@7.7074184	1	2	20679.0	20093.0	53368.0	13921.0	21232.0	18958.0	49855.0	50056.0	19537.0	19265.0	19167.0	50717.0	20367.0	55023.0	19537.0	56541.0	51147.0	53701.0	20761.0	51879.0	19099.0	23389.0	51453.0	48735.0	59403.0	50334.0	18663.0	18361.0	52888.0	50912.0	55157.0	53460.0	19638.0	48089.0	21148.0	55290.0	24742.0	21436.0	20568.0	20607.0	53785.0	52298.0	52452.0	53563.0
242.20013@7.708394	1	2	1298720.0	1450779.0	2528818.0	905273.0	738072.0	986971.0	2152566.0	2316991.0	1081674.0	947385.0	1289740.0	3259910.0	945961.0	3195896.0	1704050.0	2274053.0	2547089.0	1924608.0	1743592.0	1833271.0	1258816.0	1314233.0	2608123.0	2307296.0	2334202.0	1932908.0	1393307.0	993681.0	2491993.0	2218904.0	3078058.0	3233110.0	1534420.0	2530799.0	645977.0	1141132.0	611247.0	581963.0	574063.0	552003.0	1163887.0	1149227.0	1138461.0	1173218.0
337.25922@7.777048	1	2	39578.0	44706.0	80169.0	43207.0	50653.0	34981.0	80152.0	80222.0	37181.0	40879.0	42397.0	82227.0	43629.0	85030.0	38282.0	87370.0	79965.0	84830.0	45906.0	77819.0	38880.0	33314.0	85800.0	76744.0	84899.0	87270.0	37450.0	39526.0	1.0	86497.0	85072.0	77905.0	35024.0	84787.0	47000.0	80067.0	50214.0	38041.0	38248.0	42273.0	84340.0	80743.0	87507.0	76493.0
365.23898@7.7958975	1	2	51753.0	44349.0	86006.0	33393.0	29428.0	28413.0	59044.0	79471.0	45629.0	27816.0	25464.0	102300.0	33926.0	124575.0	32443.0	73539.0	69771.0	64739.0	44754.0	59815.0	32760.0	46843.0	68765.0	101966.0	74510.0	111532.0	41126.0	24959.0	91935.0	67956.0	79942.0	105228.0	50443.0	132595.0	38284.0	71431.0	35108.0	32871.0	32123.0	31614.0	73793.0	76114.0	76463.0	74987.0
306.24084@7.798173	1	2	104482.0	96706.0	1.0	95787.0	1.0	56072.0	195792.0	183802.0	65755.0	56595.0	89831.0	285264.0	102790.0	176407.0	55977.0	75133.0	43635.0	173554.0	99225.0	174032.0	36009.0	91994.0	155602.0	123418.0	151784.0	108578.0	65013.0	46708.0	482172.0	187967.0	150669.0	181230.0	57096.0	269285.0	57926.0	125074.0	57723.0	60338.0	52213.0	50904.0	1.0	119165.0	123411.0	137543.0
251.11649@7.8112993	1	2	73381.0	65335.0	127938.0	75386.0	66419.0	69819.0	134878.0	132144.0	66752.0	65604.0	65554.0	137233.0	75621.0	137165.0	47372.0	136756.0	131449.0	130739.0	67067.0	139626.0	73732.0	75543.0	137966.0	137710.0	132740.0	135059.0	69198.0	63020.0	134417.0	134825.0	150027.0	143240.0	74754.0	134574.0	77182.0	133017.0	72742.0	71645.0	66068.0	59342.0	141155.0	146061.0	1.0	130364.0
233.14558@7.848985	1	2	402246.0	425971.0	762096.0	331561.0	189340.0	325278.0	763972.0	672492.0	351081.0	331237.0	358609.0	1105165.0	272840.0	927766.0	460193.0	838574.0	769407.0	601030.0	539317.0	566185.0	320204.0	339683.0	765731.0	667823.0	760011.0	572280.0	430013.0	285083.0	794032.0	612401.0	930261.0	2255410.0	397961.0	972016.0	257240.0	516337.0	229910.0	218589.0	214257.0	204944.0	444669.0	438822.0	443230.0	480732.0
315.3141@7.853942	1	2	32627.0	32472.0	63143.0	31812.0	32874.0	40137.0	66754.0	67895.0	28711.0	30549.0	27441.0	71105.0	33548.0	69861.0	30458.0	64774.0	66595.0	66290.0	39452.0	61602.0	31590.0	33592.0	66533.0	67825.0	64515.0	66402.0	28348.0	31375.0	66968.0	66434.0	66080.0	63527.0	31126.0	78109.0	34144.0	60548.0	30958.0	28519.0	31071.0	29018.0	61998.0	63143.0	64894.0	66154.0
315.9225@7.894067	1	2	54061.0	47162.0	101739.0	46094.0	44635.0	56332.0	99846.0	117255.0	41652.0	1.0	1.0	109383.0	52573.0	93983.0	46243.0	95442.0	113165.0	112884.0	1.0	105092.0	50067.0	51400.0	107677.0	108249.0	106946.0	115792.0	47648.0	46416.0	93237.0	111721.0	110347.0	103708.0	53885.0	101419.0	62630.0	122317.0	65376.0	59909.0	63567.0	61336.0	120060.0	128665.0	120736.0	127041.0
331.30945@7.9007316	1	2	22018.0	17547.0	43270.0	22321.0	16527.0	22477.0	42714.0	43809.0	1.0	19144.0	1.0	43712.0	21801.0	42101.0	1.0	41018.0	47332.0	41728.0	19023.0	47157.0	1.0	22325.0	42951.0	44914.0	44936.0	12600.0	1.0	18343.0	43844.0	45059.0	43933.0	42124.0	18439.0	50946.0	20370.0	42615.0	20647.0	17829.0	1.0	18475.0	38350.0	41368.0	43031.0	40840.0
283.28802@7.9264154	1	2	1081089.0	660825.0	239644.0	892117.0	275886.0	815205.0	359823.0	312774.0	236078.0	429539.0	231384.0	217925.0	1023716.0	188827.0	302605.0	195405.0	293805.0	355867.0	342242.0	228039.0	718853.0	1055889.0	278419.0	274694.0	387923.0	528275.0	280107.0	278340.0	205119.0	365846.0	458357.0	304927.0	458987.0	208335.0	1192606.0	176258.0	800437.0	594712.0	357712.0	278980.0	374340.0	336309.0	264181.0	214468.0
315.31424@7.9737453	1	2	25339.0	20610.0	48683.0	23167.0	1.0	31833.0	50847.0	48828.0	1.0	22638.0	19569.0	49466.0	22605.0	48361.0	20024.0	46254.0	49953.0	51086.0	25644.0	45093.0	1.0	24102.0	48445.0	49195.0	52693.0	50196.0	20153.0	24474.0	49908.0	48631.0	48027.0	47871.0	24245.0	51416.0	24990.0	48938.0	1.0	1.0	21811.0	19099.0	48662.0	48588.0	48728.0	48535.0
241.27763@8.000302	1	2	101438.0	64018.0	58803.0	78070.0	43365.0	76693.0	74960.0	66850.0	40120.0	58653.0	39187.0	75371.0	95809.0	62891.0	1.0	61703.0	64879.0	72935.0	53838.0	61287.0	74777.0	97628.0	66211.0	63362.0	80856.0	88055.0	42836.0	46401.0	67169.0	77642.0	82851.0	72097.0	57619.0	57147.0	96960.0	54442.0	81240.0	66227.0	52923.0	43300.0	68845.0	74433.0	64455.0	61538.0
257.2727@8.028599	1	2	280839.0	276675.0	550662.0	300825.0	254476.0	283578.0	549519.0	545002.0	263554.0	272111.0	259348.0	520953.0	293450.0	656541.0	252628.0	496709.0	538480.0	559984.0	270235.0	551333.0	273636.0	317436.0	547526.0	545031.0	552069.0	515615.0	258950.0	271521.0	575018.0	595056.0	572147.0	535365.0	269242.0	547904.0	296989.0	555254.0	297075.0	266095.0	272606.0	279885.0	506556.0	589628.0	550336.0	554737.0
211.2306@8.057125	1	2	31531.0	1.0	58526.0	34045.0	28918.0	32602.0	59757.0	60064.0	31620.0	28351.0	28452.0	58526.0	29532.0	62660.0	33638.0	55782.0	61655.0	59902.0	30177.0	58446.0	32605.0	31099.0	60656.0	61948.0	75674.0	62480.0	1.0	29073.0	60961.0	59593.0	63771.0	59426.0	29302.0	60848.0	34545.0	62709.0	34045.0	32107.0	30985.0	29755.0	60493.0	59046.0	62369.0	60528.0
303.29324@8.056941	1	2	2741501.0	2551887.0	5284428.0	2723631.0	2545380.0	2626054.0	5327345.0	5402340.0	2491686.0	2439924.0	2380820.0	5471413.0	2772305.0	5576314.0	2720828.0	5275137.0	5442678.0	5411880.0	2520316.0	5264741.0	2639625.0	2801673.0	5338742.0	5475653.0	6934940.0	5488429.0	2472114.0	2477081.0	5607668.0	5687374.0	5704969.0	5385361.0	2553184.0	5400310.0	2852389.0	5534073.0	2811108.0	2572457.0	2554231.0	2495373.0	5487448.0	5559091.0	5554475.0	5665466.0
299.1538@8.082224	1	2	572554.0	569704.0	991864.0	464039.0	283663.0	449411.0	1010218.0	730072.0	513541.0	461740.0	466410.0	1328714.0	377973.0	969148.0	500422.0	1125374.0	1092635.0	877478.0	667549.0	828409.0	314063.0	385138.0	932987.0	1126705.0	1027074.0	936861.0	529340.0	370776.0	1140225.0	977605.0	1147481.0	2408698.0	388114.0	1194577.0	376041.0	729115.0	365463.0	341417.0	339432.0	330207.0	719354.0	727699.0	740125.0	723992.0
255.29285@8.096158	1	1	20832.0	21230.0	40556.0	1.0	1.0	1.0	45022.0	46001.0	1.0	1.0	1.0	48411.0	23635.0	46814.0	1.0	46298.0	43652.0	40022.0	1.0	39713.0	22304.0	1.0	56713.0	46300.0	76844.0	44328.0	1.0	1.0	46606.0	47423.0	40202.0	51105.0	23975.0	43866.0	28688.0	53176.0	26495.0	23236.0	1.0	24846.0	51460.0	55879.0	49286.0	53706.0
287.2466@8.095545	1	2	40594.0	30436.0	55741.0	43924.0	35905.0	40051.0	56473.0	51773.0	42174.0	30757.0	27528.0	64853.0	35366.0	86065.0	31963.0	72843.0	51777.0	67736.0	33508.0	67919.0	27071.0	32851.0	61321.0	77531.0	69044.0	71378.0	27108.0	31021.0	80177.0	85942.0	67985.0	121955.0	74771.0	77036.0	39811.0	72123.0	36848.0	32223.0	31359.0	1.0	73750.0	75851.0	74461.0	71017.0
240.16656@8.190029	1	2	45950.0	37272.0	66842.0	1.0	37656.0	42001.0	77916.0	65919.0	38824.0	40289.0	37678.0	62976.0	41688.0	63007.0	36293.0	61710.0	65263.0	66910.0	35119.0	64165.0	34736.0	41114.0	67239.0	68100.0	70477.0	78489.0	39066.0	39841.0	55813.0	74788.0	66380.0	64197.0	37519.0	65737.0	46773.0	61637.0	42016.0	43467.0	42255.0	33589.0	74604.0	68001.0	70806.0	66037.0
343.11438@8.190029	1	2	58200.0	49749.0	74513.0	52793.0	43602.0	50977.0	104839.0	79060.0	39932.0	47958.0	42197.0	86667.0	53550.0	92021.0	42633.0	83354.0	95843.0	101122.0	44838.0	87358.0	52846.0	51848.0	94115.0	89780.0	96434.0	108789.0	40135.0	42480.0	84494.0	100403.0	90172.0	85457.0	49315.0	92734.0	55988.0	89556.0	56910.0	1.0	46674.0	42266.0	99672.0	97958.0	88097.0	92357.0
329.3299@8.34291	1	2	45063.0	26677.0	59941.0	24344.0	22857.0	36417.0	46312.0	51372.0	27290.0	23326.0	37185.0	45224.0	26256.0	49321.0	22554.0	63116.0	50799.0	74781.0	50723.0	46873.0	24764.0	27114.0	53748.0	60955.0	74940.0	61018.0	20174.0	105564.0	225112.0	218375.0	52033.0	58855.0	37066.0	69149.0	118532.0	180996.0	92605.0	102406.0	89350.0	82657.0	188727.0	155370.0	183826.0	185639.0
545.3877@8.367142	1	2	30804.0	27556.0	46124.0	20858.0	14881.0	17948.0	28922.0	29102.0	25060.0	17581.0	16597.0	45210.0	22253.0	76425.0	16955.0	38364.0	44285.0	36160.0	28692.0	49748.0	1.0	22024.0	31598.0	59036.0	49883.0	77351.0	22693.0	1.0	17814.0	32981.0	44647.0	65059.0	26392.0	75292.0	31611.0	25405.0	28752.0	23291.0	24871.0	27330.0	54299.0	50252.0	60056.0	51395.0
336.09747@8.441879	1	2	83355.0	72065.0	156071.0	79228.0	70240.0	77934.0	154596.0	155439.0	71187.0	75581.0	74398.0	166179.0	72745.0	153494.0	73090.0	161021.0	160423.0	157873.0	74037.0	158538.0	71354.0	74923.0	149594.0	150252.0	179609.0	156650.0	66527.0	68840.0	152770.0	151764.0	158966.0	151424.0	226585.0	172514.0	73925.0	161811.0	76403.0	71464.0	71015.0	66586.0	156621.0	156041.0	158542.0	160588.0
458.31888@8.444971	1	2	46930.0	36126.0	64086.0	25278.0	18878.0	23002.0	31481.0	35784.0	31180.0	21067.0	19123.0	53816.0	29675.0	104166.0	21118.0	57675.0	59003.0	41635.0	34899.0	61433.0	20445.0	27010.0	42521.0	73780.0	65103.0	109042.0	27043.0	20138.0	58423.0	42309.0	60757.0	83299.0	35373.0	104922.0	46055.0	79229.0	37750.0	33200.0	35581.0	35884.0	74624.0	73717.0	81054.0	72283.0
545.38794@8.446047	1	2	94628.0	70054.0	117781.0	46315.0	41188.0	40309.0	57691.0	64632.0	59419.0	42463.0	39754.0	99182.0	52373.0	199261.0	41643.0	111091.0	109808.0	74733.0	62894.0	119730.0	39566.0	46764.0	71271.0	133893.0	127482.0	201437.0	49729.0	34598.0	113616.0	82980.0	113258.0	160676.0	64704.0	192065.0	82767.0	147664.0	74728.0	60988.0	66256.0	64899.0	141458.0	139793.0	161716.0	141574.0
265.1175@8.593887	1	2	92338.0	358823.0	329466.0	92127.0	44608.0	180915.0	231357.0	766943.0	145733.0	235852.0	264258.0	482440.0	187216.0	70125.0	263804.0	1.0	592779.0	147872.0	230258.0	382608.0	561294.0	275428.0	621112.0	476773.0	139503.0	439381.0	340247.0	168433.0	545916.0	505868.0	517494.0	643482.0	105668.0	471313.0	24708.0	43838.0	22315.0	21298.0	20702.0	21166.0	51566.0	52270.0	1.0	47721.0
560.1668@8.610699	1	2	264680.0	295286.0	569514.0	236970.0	239107.0	249504.0	575538.0	564199.0	262663.0	262397.0	257421.0	698214.0	257539.0	747471.0	303266.0	559348.0	605556.0	499205.0	295220.0	506087.0	287527.0	285089.0	617894.0	603877.0	588381.0	569709.0	276134.0	233658.0	567043.0	558817.0	652045.0	967376.0	303460.0	660311.0	182113.0	469301.0	194224.0	202773.0	200030.0	205533.0	456162.0	466578.0	436530.0	451150.0
311.04422@8.6108055	1	2	229403.0	256588.0	496800.0	215845.0	201988.0	224497.0	482611.0	465130.0	234682.0	226935.0	227198.0	554504.0	225822.0	596885.0	255700.0	449075.0	509535.0	421030.0	259108.0	427334.0	248652.0	251043.0	516375.0	513930.0	481684.0	460587.0	248060.0	204131.0	457232.0	470476.0	545645.0	831288.0	271046.0	542698.0	165262.0	378108.0	166629.0	178026.0	176689.0	175811.0	387157.0	394968.0	367524.0	371075.0
171.10867@8.610967	1	2	230239.0	264185.0	413875.0	217721.0	184170.0	200727.0	329929.0	324129.0	227677.0	201767.0	230019.0	465632.0	213289.0	533880.0	268040.0	338025.0	386539.0	282807.0	304496.0	281973.0	250158.0	248038.0	380449.0	374880.0	344173.0	295087.0	241435.0	165619.0	361439.0	319149.0	409433.0	1310929.0	296590.0	446752.0	157975.0	236472.0	151441.0	137602.0	145425.0	135574.0	238806.0	243648.0	242148.0	239570.0
249.12279@8.611088	1	2	1331538.0	1404272.0	2686236.0	1179264.0	894014.0	1097371.0	2184541.0	2082914.0	1202018.0	1095396.0	1125093.0	3198120.0	1246029.0	3957471.0	1412206.0	2357370.0	2579067.0	1823071.0	1633691.0	1829582.0	1389554.0	1424412.0	2467759.0	2406948.0	2368620.0	2065890.0	1248876.0	901916.0	2607908.0	2138289.0	2845652.0	9153883.0	1635446.0	3367990.0	894339.0	1668026.0	795212.0	766264.0	757387.0	711923.0	1540795.0	1563285.0	1575098.0	1633859.0
352.07053@8.611088	1	2	93620.0	96633.0	185016.0	85002.0	77387.0	87589.0	207809.0	192673.0	81624.0	90249.0	83485.0	249455.0	91763.0	276450.0	97648.0	207741.0	204949.0	182021.0	95699.0	168743.0	103335.0	107142.0	212055.0	189429.0	214075.0	198609.0	90429.0	77120.0	218827.0	199415.0	230749.0	336748.0	102480.0	254871.0	68155.0	178727.0	67049.0	67210.0	64729.0	67065.0	164000.0	160119.0	152413.0	165185.0
252.17278@8.641404	1	2	80310.0	84788.0	148196.0	47230.0	57574.0	72359.0	149193.0	123967.0	78029.0	62856.0	85298.0	233777.0	61673.0	290718.0	82128.0	139538.0	147370.0	131799.0	99452.0	126593.0	106275.0	99915.0	163221.0	175133.0	165022.0	142136.0	81412.0	72457.0	198182.0	146996.0	184974.0	156916.0	126925.0	162367.0	52756.0	96627.0	37357.0	45187.0	45241.0	41150.0	90017.0	87588.0	91679.0	92222.0
401.35086@8.665821	1	2	86518.0	72223.0	132572.0	77798.0	77375.0	85388.0	142223.0	132390.0	62279.0	74864.0	66162.0	137616.0	83738.0	143549.0	75117.0	138666.0	141922.0	157380.0	67266.0	149084.0	82538.0	82891.0	143690.0	141251.0	156199.0	149391.0	73827.0	73165.0	136911.0	143124.0	138208.0	134542.0	74414.0	138491.0	88196.0	149022.0	81473.0	68891.0	67971.0	64429.0	133524.0	142201.0	137647.0	123907.0
293.14868@8.682137	1	2	90195.0	92028.0	169389.0	80255.0	37275.0	71845.0	163209.0	110841.0	85181.0	70090.0	68821.0	211261.0	58418.0	173461.0	79979.0	187332.0	187595.0	135972.0	121846.0	132954.0	50806.0	56597.0	169481.0	176299.0	173061.0	162907.0	85223.0	51834.0	176412.0	153035.0	204837.0	456733.0	65444.0	203734.0	60315.0	137815.0	60962.0	54515.0	54061.0	53143.0	117462.0	134247.0	136355.0	125060.0
331.3247@8.705923	1	2	322314.0	305719.0	640746.0	379795.0	320567.0	315595.0	655511.0	643032.0	291958.0	296975.0	284627.0	683887.0	318368.0	636288.0	379059.0	616998.0	667240.0	669650.0	298120.0	645283.0	316526.0	333996.0	633036.0	640826.0	960878.0	669479.0	290592.0	291675.0	640834.0	685313.0	695057.0	642147.0	308890.0	668031.0	325638.0	669389.0	330365.0	330861.0	303234.0	289358.0	635884.0	650490.0	669456.0	650825.0
285.30356@8.726563	1	2	40278.0	38271.0	66126.0	45591.0	36578.0	34597.0	75990.0	57002.0	32834.0	1.0	32965.0	68486.0	37440.0	82061.0	1.0	70443.0	78248.0	74131.0	34779.0	72526.0	37127.0	42115.0	52796.0	67286.0	72109.0	78743.0	33742.0	34477.0	68150.0	70987.0	69449.0	52222.0	1.0	66923.0	39319.0	70622.0	39505.0	37348.0	40614.0	29884.0	67630.0	69856.0	77213.0	75262.0
269.30875@8.729693	1	2	469921.0	260093.0	77199.0	436356.0	98998.0	320454.0	117517.0	117536.0	74799.0	159633.0	82500.0	73440.0	496485.0	74135.0	97112.0	75980.0	97308.0	131772.0	107956.0	89136.0	319180.0	451000.0	102305.0	1.0	145371.0	167846.0	90099.0	124756.0	68760.0	116415.0	143540.0	102127.0	171402.0	70229.0	584658.0	69563.0	347006.0	219076.0	125999.0	82023.0	102996.0	105226.0	89591.0	75757.0
283.3244@8.807299	1	2	104012.0	88580.0	158911.0	139412.0	94354.0	96766.0	173136.0	159761.0	132282.0	90337.0	86018.0	176408.0	102674.0	178166.0	91428.0	170400.0	190934.0	166747.0	83426.0	174482.0	93883.0	99047.0	158760.0	182415.0	220286.0	173605.0	96410.0	95746.0	168168.0	268193.0	172766.0	166395.0	384891.0	185059.0	108159.0	174072.0	90582.0	93428.0	87549.0	79134.0	158080.0	168284.0	167403.0	166253.0
984.69415@8.820614	1	2	54773.0	66916.0	24422.0	219323.0	24179.0	48169.0	25349.0	62211.0	13034.0	28351.0	21200.0	66114.0	57354.0	26647.0	23571.0	83016.0	24545.0	25825.0	23335.0	21376.0	46345.0	43825.0	39108.0	35741.0	49711.0	37286.0	31042.0	21948.0	19342.0	46403.0	33565.0	180454.0	31902.0	433088.0	56205.0	28140.0	44429.0	34627.0	28723.0	22551.0	44511.0	40807.0	35854.0	32457.0
