# Notes : Entities from the selected region(s) of the Venn diagram:
#EL2 - (EL1 ^ EL2)
#
#EL1 : FF_blank_100%
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#EL2 : FF80%_K_vs_PEX
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
# Owner : gxuser
# Created On : Fri Dec 08 11:35:43 CET 2017
Compound	Number Passed ( FF80%_K_vs_PEX )	K_10(raw)	K_17(raw)	K_19(raw)	K_2(raw)	K_21(raw)	K_22(raw)	K_3(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_6(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_30(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	PEX_34(raw)	PEX_69(raw)	PEX_8(raw)	PEX_84(raw)	QC_1(raw)	QC_10(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)
167.09473@1.2142383	2	4.6713732E7	172629.0	4.6174256E7	8149434.0	1.260634E7	5885847.0	2.4416028E7	5564918.0	1.1014223E7	6828042.0	3053625.0	1.4982116E7	1.8795636E7	2.0387034E7	2.1031672E7	1.4078718E7	2022169.0	5053185.0	2.3317418E7	1.6338997E7	1219876.0	2.4320858E7	4.1571544E7	2.1979058E7	1.0142739E7	2.2417468E7	2.1887078E7	4.64322E7	6.601668E7	2.5089976E7	7606580.0	2.0623868E7	1.739397E7	6965630.0	1.7934874E7	2.3441502E7	1.6834098E7	1.5919409E7	1.4782351E7	1.4884471E7	2.5669356E7	3401436.0	3448580.0	2.4186508E7
435.1753@1.2153275	1	121051.0	1.0	123450.0	22225.0	20890.0	1.0	61209.0	25824.0	27237.0	19863.0	57376.0	50621.0	54954.0	118421.0	103033.0	60092.0	1.0	1.0	112151.0	68949.0	69658.0	32209.0	201575.0	344367.0	81430.0	89576.0	75209.0	210668.0	371983.0	88858.0	40402.0	81565.0	63878.0	16780.0	54486.0	91023.0	52300.0	50814.0	46411.0	46086.0	95844.0	88728.0	88037.0	92164.0
240.1476@1.2195653	1	167238.0	1.0	539758.0	179817.0	304502.0	1.0	327181.0	1.0	174854.0	150028.0	1.0	310512.0	184112.0	1.0	120896.0	407313.0	312292.0	1.0	155073.0	1.0	120414.0	358422.0	1.0	281165.0	737671.0	115309.0	133364.0	144056.0	274667.0	275325.0	336351.0	610936.0	166689.0	1.0	1.0	252928.0	1.0	194594.0	182936.0	175355.0	356064.0	1.0	334983.0	344811.0
223.06953@1.1733751	1	1.0	120320.0	55094.0	1.0	46212.0	92260.0	125542.0	203739.0	46344.0	89987.0	61498.0	155628.0	1.0	170592.0	59405.0	1.0	144638.0	1.0	72663.0	145313.0	41784.0	32139.0	103028.0	70045.0	1.0	59668.0	75767.0	18687.0	10829.0	1.0	145066.0	455994.0	105541.0	188156.0	1.0	1.0	1.0	1.0	57747.0	1.0	1.0	1.0	1.0	1.0
251.1511@1.2309768	1	1.0	88496.0	1.0	1.0	81175.0	89494.0	1.0	154718.0	1.0	90707.0	81080.0	160197.0	1.0	1.0	82389.0	1.0	169546.0	174091.0	1.0	182783.0	89299.0	73908.0	144396.0	66668.0	134836.0	76047.0	81753.0	1.0	1.0	163091.0	166760.0	163504.0	1.0	167011.0	1.0	152134.0	1.0	1.0	75521.0	1.0	145753.0	138735.0	1.0	1.0
68.06185@1.2456183	1	121118.0	169395.0	218014.0	1.0	1.0	111613.0	169951.0	1.0	89875.0	122110.0	1.0	207164.0	146782.0	241022.0	137187.0	198895.0	203240.0	209387.0	109762.0	190920.0	1.0	143859.0	225411.0	201124.0	165390.0	120934.0	108796.0	98586.0	229844.0	173730.0	209255.0	201164.0	143094.0	234727.0	1.0	228408.0	1.0	123537.0	120906.0	122146.0	201730.0	175909.0	183627.0	228287.0
343.12662@1.2510324	2	19333.0	118805.0	105515.0	38597.0	29548.0	40693.0	1.0	136626.0	48364.0	35201.0	1.0	45414.0	29707.0	30728.0	28570.0	57100.0	42210.0	116263.0	79960.0	123153.0	64497.0	26897.0	134926.0	64346.0	110811.0	36515.0	17238.0	23742.0	30635.0	97537.0	180642.0	41809.0	19887.0	98615.0	18989.0	41743.0	19577.0	20605.0	1.0	19834.0	42272.0	38611.0	43344.0	41976.0
85.08919@1.2515869	2	8039327.0	9911121.0	1.7858746E7	8319690.0	7831837.0	7033571.0	1.569042E7	1.800689E7	5660947.0	8317429.0	6138578.0	1.7941346E7	8426398.0	2.1379982E7	7907133.0	1.8127504E7	1.7166418E7	1.7575772E7	7359886.0	1.671148E7	8031955.0	8609450.0	1.7828464E7	1.6352056E7	1.4751477E7	6723303.0	6517623.0	6485787.0	1.8907278E7	1.6080004E7	1.8479698E7	1.6362558E7	9532776.0	1.9507782E7	1.0	1.8903616E7	1.0	7420368.0	7358601.0	6981858.0	1.6585303E7	1.4990055E7	1.530151E7	1.8932944E7
383.17886@1.2544582	1	33287.0	27667.0	1.0	41393.0	1.0	16892.0	150593.0	52326.0	30389.0	54341.0	40050.0	81136.0	63884.0	242544.0	41518.0	92176.0	104420.0	142979.0	1.0	1.0	1.0	1.0	27469.0	1.0	1.0	1.0	26041.0	39943.0	1.0	49390.0	46401.0	115772.0	44356.0	1.0	99347.0	155882.0	91039.0	91874.0	89819.0	84720.0	165681.0	148105.0	153469.0	161661.0
281.18378@1.2528723	2	49218.0	61858.0	87338.0	54977.0	36022.0	61238.0	100849.0	90269.0	39676.0	50493.0	46984.0	166340.0	51003.0	97699.0	43779.0	114362.0	78831.0	104852.0	53301.0	92270.0	35935.0	49645.0	82252.0	55014.0	72464.0	34571.0	103411.0	56307.0	151605.0	83112.0	98165.0	89025.0	34817.0	141193.0	26616.0	59086.0	29797.0	28360.0	31232.0	1.0	48959.0	46566.0	46994.0	65392.0
297.10757@1.2562038	2	1.0	32543.0	51922.0	36695.0	34135.0	35792.0	48197.0	71355.0	31772.0	24833.0	33111.0	69739.0	29706.0	85288.0	19946.0	61981.0	81015.0	69772.0	23677.0	76438.0	30910.0	38218.0	1.0	44594.0	59024.0	17041.0	20838.0	17807.0	39278.0	55520.0	82936.0	62069.0	38837.0	50714.0	21047.0	53922.0	24579.0	1.0	18509.0	1.0	53215.0	39919.0	50009.0	54915.0
261.15778@1.2556407	2	291738.0	139075.0	408074.0	181091.0	154314.0	167001.0	522198.0	263403.0	319567.0	144787.0	103980.0	345259.0	278176.0	404492.0	127326.0	350153.0	185086.0	982495.0	113968.0	244265.0	151556.0	262403.0	306484.0	359953.0	295959.0	113467.0	108609.0	123972.0	373510.0	303246.0	397765.0	275821.0	141756.0	219598.0	147922.0	252864.0	142592.0	141259.0	130742.0	133384.0	256818.0	242864.0	248701.0	246867.0
414.07635@1.2575434	1	24141.0	14186.0	29656.0	1.0	16854.0	1.0	24940.0	28279.0	10550.0	1.0	1.0	21156.0	14914.0	57580.0	15416.0	27643.0	29489.0	37659.0	1.0	1.0	12987.0	21460.0	22590.0	22249.0	39305.0	13043.0	1.0	12629.0	22738.0	1.0	28825.0	31718.0	16732.0	25631.0	15031.0	1.0	14627.0	14301.0	11629.0	15388.0	37018.0	20796.0	30547.0	24568.0
217.13187@1.2610621	2	2310301.0	1670908.0	5360851.0	2231024.0	3649074.0	2022114.0	3616358.0	3166282.0	1401056.0	1320971.0	1423154.0	2589849.0	2338846.0	5821912.0	1198215.0	3945893.0	4909961.0	4735519.0	1451191.0	1936175.0	1405601.0	3785831.0	3679501.0	3838204.0	5011034.0	1089201.0	1490096.0	3418263.0	2797345.0	2877401.0	3128159.0	3600946.0	1866126.0	1892596.0	1643832.0	2715574.0	1633629.0	1578233.0	1482687.0	1485195.0	2795273.0	2629393.0	2690308.0	2741354.0
220.9909@1.2535682	1	26627.0	18751.0	29898.0	22012.0	1.0	1.0	32811.0	45637.0	1.0	20787.0	14786.0	37878.0	21082.0	24160.0	1.0	46250.0	38745.0	26960.0	19024.0	76360.0	19365.0	1.0	40883.0	40891.0	20248.0	1.0	19402.0	1.0	33410.0	42088.0	36273.0	28062.0	22652.0	55027.0	20559.0	33546.0	19855.0	19186.0	1.0	1.0	50139.0	35559.0	1.0	35023.0
172.0714@1.2636501	2	225331.0	162898.0	324020.0	222576.0	124497.0	235391.0	470464.0	313491.0	235280.0	188076.0	249647.0	689861.0	198150.0	1.0	200159.0	525175.0	322578.0	425144.0	227351.0	376407.0	168768.0	148673.0	271343.0	1.0	1.0	212953.0	642581.0	277079.0	573885.0	423847.0	296111.0	364311.0	109551.0	628337.0	165477.0	280477.0	143963.0	166788.0	1.0	172401.0	291373.0	263959.0	261936.0	282478.0
186.0508@1.2623018	2	91503.0	116005.0	140857.0	152818.0	61405.0	122618.0	295239.0	171916.0	163892.0	170828.0	196003.0	435224.0	194468.0	225659.0	139916.0	282149.0	356459.0	277556.0	129007.0	141752.0	97387.0	69408.0	222143.0	232547.0	195898.0	102513.0	199655.0	1.0	46411.0	334898.0	160510.0	288591.0	106967.0	189445.0	233378.0	405983.0	227551.0	218065.0	194301.0	227402.0	412133.0	342528.0	346765.0	400819.0
181.07423@2.81175	2	252563.0	275217.0	459382.0	454117.0	167627.0	194144.0	321047.0	369471.0	107611.0	360572.0	208393.0	317852.0	200236.0	708227.0	93796.0	288064.0	516164.0	393785.0	136179.0	612523.0	280044.0	80440.0	403533.0	133711.0	222448.0	172258.0	219521.0	89826.0	430008.0	267303.0	245719.0	277734.0	185569.0	387041.0	256447.0	352901.0	195406.0	172717.0	170602.0	130301.0	267733.0	290130.0	286394.0	404714.0
135.06834@2.811492	2	175136.0	184370.0	321212.0	258162.0	120860.0	115573.0	231198.0	245588.0	68837.0	207596.0	148631.0	180170.0	123117.0	392078.0	1.0	155196.0	333845.0	255148.0	100679.0	419075.0	167078.0	1.0	280644.0	101278.0	159748.0	127208.0	148175.0	1.0	243342.0	175353.0	172294.0	177761.0	118061.0	206898.0	153008.0	195594.0	132875.0	118119.0	107893.0	95076.0	189765.0	199191.0	218569.0	243571.0
164.04742@2.811824	1	151706.0	150808.0	192421.0	1.0	99010.0	113763.0	131677.0	1.0	1.0	181118.0	122312.0	158897.0	77331.0	301075.0	1.0	141584.0	284777.0	208516.0	70583.0	324705.0	1.0	1.0	164629.0	65938.0	134681.0	83035.0	100430.0	1.0	207394.0	133088.0	157623.0	117238.0	73800.0	172001.0	143924.0	149824.0	103299.0	76314.0	96121.0	55839.0	167877.0	178985.0	131046.0	143318.0
216.09735@3.0327923	1	316159.0	1.0	864355.0	340829.0	173156.0	1.0	735667.0	524234.0	1.0	518824.0	297401.0	1189310.0	1.0	536285.0	156711.0	734618.0	426836.0	1080556.0	341062.0	707093.0	1.0	280924.0	171002.0	362366.0	566917.0	214670.0	1007844.0	339437.0	729205.0	1.0	712745.0	490317.0	150509.0	855300.0	299463.0	470006.0	250427.0	270962.0	200956.0	253071.0	485931.0	439821.0	453066.0	1.0
99.06785@3.092745	1	1428080.0	761682.0	1.5970916E7	1.0	2749246.0	1092888.0	1.0	791998.0	869930.0	465097.0	727238.0	823794.0	1.0	1812501.0	738644.0	1.2989578E7	7590857.0	6476559.0	2452716.0	1808676.0	1.0	1.0	1201701.0	519447.0	595417.0	1809111.0	1104960.0	650305.0	1021996.0	703184.0	2.0049106E7	1.0	1.0	1.0	828590.0	1.0	779689.0	804770.0	862140.0	725459.0	1781953.0	1748798.0	1782835.0	1821248.0
219.11115@3.2341876	2	189219.0	368697.0	687073.0	241030.0	138473.0	176207.0	539132.0	478227.0	107706.0	368047.0	353141.0	232566.0	135843.0	655672.0	219726.0	311405.0	650453.0	621221.0	238931.0	427126.0	135359.0	265185.0	289258.0	197592.0	210424.0	129615.0	221501.0	94661.0	206586.0	527038.0	482853.0	711515.0	257595.0	1160251.0	125255.0	253022.0	124595.0	119476.0	120230.0	112325.0	249450.0	241592.0	266184.0	246577.0
180.06512@3.2833385	2	109178.0	196552.0	392066.0	315042.0	754468.0	124669.0	353570.0	509581.0	98866.0	360745.0	1678677.0	617610.0	502600.0	358893.0	109332.0	3135649.0	1035890.0	380988.0	111994.0	185101.0	940741.0	2353760.0	429030.0	744482.0	741722.0	504692.0	167521.0	58431.0	76969.0	2291607.0	1890518.0	1085994.0	371204.0	217843.0	369529.0	648152.0	464783.0	491852.0	426543.0	436346.0	680121.0	626885.0	664063.0	661419.0
125.08408@3.3412325	2	144986.0	185896.0	439753.0	172701.0	1.0	165106.0	251896.0	269582.0	77997.0	174276.0	164830.0	149851.0	94936.0	728662.0	185282.0	315092.0	268006.0	367074.0	128910.0	268882.0	273503.0	190725.0	270762.0	313534.0	317144.0	152788.0	157857.0	141553.0	192700.0	602807.0	175466.0	611080.0	114151.0	359188.0	406017.0	626218.0	369617.0	390892.0	353915.0	347108.0	745274.0	758444.0	744321.0	687650.0
184.12177@3.3419528	2	618852.0	779965.0	2026056.0	757865.0	155780.0	770656.0	1089264.0	1139212.0	336194.0	849027.0	728858.0	679695.0	366858.0	4087164.0	857977.0	973630.0	1194376.0	1653284.0	584191.0	1168819.0	1289390.0	837153.0	1082352.0	1308612.0	1333124.0	650873.0	795904.0	614880.0	912177.0	2766024.0	722783.0	2908220.0	513264.0	1728757.0	1837678.0	3255238.0	1693376.0	1705886.0	1632179.0	1647252.0	3184174.0	3008858.0	3107673.0	3082171.0
142.11053@3.3425999	1	1.0	30058.0	154256.0	1.0	1.0	1.0	87842.0	45914.0	26558.0	1.0	1.0	1.0	37905.0	257437.0	59663.0	335988.0	91289.0	134398.0	1.0	91967.0	95854.0	66451.0	89612.0	109804.0	117166.0	52229.0	57826.0	45125.0	70439.0	205257.0	1.0	220829.0	1.0	140809.0	121222.0	213792.0	127241.0	118760.0	116886.0	118526.0	233216.0	249648.0	240363.0	211277.0
257.19946@3.3847353	1	84294.0	60356.0	1.0	81484.0	35083.0	67148.0	51522.0	46095.0	27969.0	50407.0	34931.0	1.0	83017.0	1.0	37345.0	1.0	36713.0	56325.0	36165.0	29250.0	79645.0	84495.0	34911.0	35253.0	58384.0	27547.0	34157.0	46175.0	1.0	47724.0	59518.0	41592.0	50271.0	1.0	95598.0	1.0	84319.0	60244.0	41401.0	35156.0	50295.0	44220.0	31518.0	1.0
156.07648@3.3743942	2	91757.0	71142.0	181597.0	116537.0	96908.0	111829.0	302411.0	178194.0	118941.0	153148.0	202721.0	414963.0	192393.0	860588.0	96162.0	602080.0	215825.0	1.0	99449.0	251219.0	447900.0	89990.0	212186.0	455580.0	252752.0	257506.0	133998.0	107140.0	428845.0	260659.0	178165.0	339231.0	117400.0	378450.0	108489.0	175272.0	86058.0	1.0	76790.0	1.0	145810.0	148320.0	161705.0	165449.0
231.14774@3.4061723	2	433443.0	551277.0	707603.0	261947.0	723520.0	368310.0	684705.0	396562.0	221761.0	171402.0	255680.0	593935.0	414822.0	1498546.0	167863.0	859211.0	604324.0	1285842.0	469320.0	1287894.0	322080.0	523127.0	632768.0	488511.0	1856604.0	167587.0	239807.0	285380.0	530603.0	471145.0	670988.0	482287.0	632953.0	446365.0	363941.0	647608.0	350015.0	350265.0	324273.0	311115.0	633059.0	653743.0	643195.0	647570.0
173.05125@3.4688628	2	68430.0	1.0	1.0	66904.0	44535.0	70696.0	136329.0	140385.0	71154.0	1.0	65781.0	153290.0	78279.0	218100.0	85862.0	110799.0	110604.0	94977.0	102750.0	103864.0	88761.0	87016.0	181835.0	160443.0	128354.0	51190.0	74493.0	59095.0	123872.0	131572.0	161962.0	218768.0	119831.0	134650.0	1.0	69159.0	1.0	1.0	1.0	33053.0	1.0	1.0	1.0	67812.0
113.084@3.4690986	2	138763.0	108476.0	235255.0	121865.0	70104.0	120991.0	249021.0	244664.0	129009.0	86210.0	101299.0	282929.0	129441.0	334708.0	145547.0	186687.0	207092.0	195969.0	159873.0	186082.0	141769.0	150422.0	321068.0	291628.0	237624.0	82764.0	126238.0	96611.0	227728.0	236593.0	292872.0	395262.0	196571.0	240020.0	85406.0	150714.0	73509.0	1.0	65180.0	64160.0	179469.0	161664.0	156379.0	155078.0
260.12027@3.469385	2	356611.0	343651.0	663660.0	342471.0	236292.0	351116.0	673277.0	679491.0	373042.0	319437.0	318970.0	863280.0	401103.0	1142285.0	419334.0	611478.0	565220.0	531719.0	484562.0	545727.0	407384.0	413603.0	888825.0	763296.0	682005.0	233021.0	1.0	330020.0	683183.0	658153.0	771049.0	1036188.0	545944.0	746254.0	250466.0	442162.0	237258.0	225095.0	207427.0	203320.0	432726.0	431702.0	436604.0	435078.0
231.14767@3.4850943	2	208870.0	179415.0	740518.0	191593.0	724648.0	255761.0	468197.0	337053.0	151419.0	131954.0	206321.0	378684.0	340108.0	1595722.0	106980.0	511701.0	348784.0	567210.0	138404.0	485626.0	113289.0	360251.0	305438.0	360607.0	977535.0	118579.0	181185.0	192529.0	325993.0	342810.0	281707.0	313350.0	252024.0	389028.0	259282.0	386096.0	238474.0	245540.0	222555.0	224175.0	476048.0	463046.0	475434.0	470820.0
99.10472@3.5372505	1	1.0	65292.0	116125.0	102599.0	86860.0	1.0	80179.0	146283.0	1.0	1.0	1.0	1.0	49775.0	96891.0	23094.0	77700.0	84458.0	76363.0	1.0	101565.0	79364.0	55752.0	113154.0	110468.0	88340.0	1.0	1.0	27687.0	53962.0	59277.0	117933.0	140776.0	46882.0	1.0	1.0	69006.0	30877.0	28616.0	1.0	1.0	70509.0	82517.0	69506.0	72958.0
208.1314@3.5370002	2	117319.0	1.0	275093.0	143080.0	1.0	1.0	372352.0	122526.0	102834.0	74914.0	102194.0	670712.0	112438.0	127304.0	59674.0	188847.0	126354.0	320354.0	106439.0	164487.0	62639.0	94481.0	33659.0	153174.0	223120.0	86296.0	1.0	101966.0	366519.0	241744.0	32278.0	191992.0	1.0	503330.0	1.0	114455.0	1.0	1.0	55781.0	1.0	116458.0	104088.0	109113.0	1.0
185.10555@3.5600502	2	29131.0	27513.0	52457.0	28387.0	21908.0	25988.0	61165.0	59858.0	26537.0	24535.0	31948.0	1.0	34947.0	106564.0	37529.0	67823.0	58526.0	50604.0	42562.0	51223.0	33349.0	31144.0	82586.0	71655.0	66493.0	20093.0	32087.0	22837.0	97060.0	50135.0	72719.0	166099.0	41968.0	73384.0	22729.0	37082.0	21339.0	20720.0	1.0	21429.0	42632.0	39355.0	39817.0	41889.0
235.12141@3.6049085	2	128054.0	107666.0	189512.0	116937.0	111945.0	125937.0	188400.0	178983.0	67332.0	107255.0	91553.0	229962.0	130707.0	486161.0	111227.0	216187.0	178551.0	167169.0	163169.0	173768.0	160338.0	170824.0	244353.0	251875.0	229798.0	84689.0	106855.0	90843.0	230268.0	201572.0	244934.0	506393.0	243029.0	225842.0	99483.0	157504.0	97708.0	86179.0	88456.0	83646.0	176126.0	170841.0	164988.0	166550.0
113.08397@3.6468997	2	810254.0	181307.0	2837760.0	206981.0	708762.0	168438.0	2047448.0	459236.0	168989.0	462413.0	673909.0	1.0	1.0	1509712.0	641317.0	439787.0	671188.0	4947080.0	268311.0	506473.0	1038138.0	304461.0	1.0	509597.0	1434094.0	149343.0	250134.0	208532.0	443774.0	1673908.0	2235064.0	1.0	942061.0	4172544.0	1635731.0	3492661.0	1543615.0	1500097.0	1445548.0	1453275.0	3457651.0	3497128.0	3485946.0	3480001.0
710.1532@3.6831055	1	1.0	10660.0	1.0	10967.0	1.0	6734.0	30967.0	32826.0	1.0	12683.0	11671.0	21240.0	9627.0	29966.0	1.0	23793.0	36928.0	13841.0	8533.0	30771.0	9957.0	6925.0	37765.0	26280.0	17784.0	9599.0	7688.0	9016.0	27185.0	30854.0	29065.0	23498.0	15243.0	1.0	1.0	20359.0	1.0	1.0	1.0	1.0	19629.0	14575.0	20028.0	19481.0
840.31744@3.6827548	1	1.0	10263.0	27344.0	21901.0	1.0	8725.0	31825.0	34109.0	1.0	17855.0	10525.0	16563.0	15057.0	27653.0	1.0	20025.0	50763.0	28987.0	1.0	29672.0	10535.0	1.0	47560.0	22512.0	18485.0	8201.0	6465.0	1.0	18833.0	29015.0	46621.0	16381.0	16401.0	18990.0	1.0	10320.0	1.0	1.0	1.0	1.0	1.0	14896.0	11076.0	12375.0
650.21515@3.6830835	2	40357.0	47268.0	1.0	54601.0	37743.0	22572.0	136559.0	119270.0	28954.0	48700.0	60760.0	108968.0	41670.0	149222.0	40244.0	58106.0	85196.0	120885.0	39404.0	125878.0	42578.0	25301.0	1.0	98150.0	93287.0	49653.0	39375.0	40343.0	104579.0	69248.0	1.0	90733.0	57436.0	116416.0	13404.0	62460.0	29217.0	30497.0	30107.0	29943.0	78246.0	56103.0	90077.0	94322.0
462.0989@3.6830628	2	51904.0	59726.0	175351.0	78937.0	45783.0	46241.0	175485.0	183354.0	26993.0	83111.0	68824.0	125614.0	58881.0	178631.0	44564.0	145536.0	228903.0	108066.0	44517.0	184759.0	63675.0	45950.0	219279.0	151696.0	129561.0	55415.0	41769.0	53503.0	152619.0	145751.0	170998.0	148149.0	81322.0	138181.0	38545.0	112848.0	36551.0	40961.0	36722.0	39374.0	104626.0	114203.0	110887.0	109126.0
90.04685@3.6830797	2	108711.0	103858.0	335105.0	140576.0	88550.0	91682.0	315306.0	330146.0	67006.0	121275.0	116665.0	221326.0	116907.0	319322.0	83623.0	256968.0	379538.0	289102.0	82658.0	326436.0	101575.0	87998.0	381806.0	253947.0	247885.0	99913.0	77389.0	1.0	264066.0	307512.0	342652.0	273307.0	127714.0	261227.0	89343.0	211357.0	82451.0	75711.0	69082.0	74320.0	218917.0	211320.0	224482.0	206234.0
498.0754@3.6842506	2	30994.0	32586.0	74136.0	38668.0	27463.0	28500.0	80314.0	80805.0	22578.0	34920.0	32343.0	74445.0	33088.0	78824.0	28269.0	69942.0	86569.0	57650.0	30553.0	78030.0	32331.0	27265.0	80145.0	71390.0	67427.0	34551.0	29849.0	29009.0	78427.0	83683.0	68704.0	74648.0	33672.0	68644.0	25974.0	66608.0	1.0	29276.0	26051.0	28379.0	63602.0	71124.0	65714.0	66234.0
117.05777@3.682688	2	969018.0	922175.0	2303238.0	1258242.0	740947.0	788636.0	2134884.0	2271675.0	578486.0	1137695.0	1043394.0	1523472.0	946897.0	2239555.0	722550.0	1744751.0	2783498.0	1897420.0	723107.0	2258610.0	890511.0	777223.0	2737024.0	1882749.0	1796571.0	877921.0	684325.0	774127.0	1697019.0	2171697.0	2486219.0	1809421.0	1118551.0	1693921.0	706751.0	1398796.0	694809.0	684600.0	641393.0	530208.0	1456086.0	1419694.0	1455135.0	1373339.0
204.09052@3.6826408	2	3450795.0	3342637.0	7885125.0	4663616.0	2695243.0	2887864.0	7295832.0	7840438.0	1912888.0	4737107.0	3672773.0	6157623.0	3517497.0	9187463.0	2663909.0	7326037.0	9701022.0	6580536.0	2673479.0	7788496.0	3446662.0	2706751.0	9333002.0	6284695.0	5952050.0	2974977.0	2608558.0	2799398.0	7335855.0	7520265.0	8383787.0	5715276.0	4036882.0	7272255.0	2791320.0	5692996.0	2484521.0	2463865.0	2316577.0	2300305.0	4864444.0	4738096.0	4849724.0	5795902.0
145.05312@3.6828282	2	670978.0	671556.0	1488835.0	877215.0	537750.0	568068.0	1377751.0	1460333.0	423883.0	781709.0	733923.0	955810.0	673011.0	1396914.0	534732.0	1093954.0	1764619.0	1235883.0	531358.0	1474445.0	647936.0	561602.0	1741043.0	1236113.0	1127636.0	634910.0	499189.0	553390.0	1073453.0	1381807.0	1564683.0	1191976.0	774893.0	1080550.0	499893.0	888486.0	500837.0	486831.0	468355.0	464970.0	923557.0	942287.0	935550.0	884292.0
666.1877@3.6827054	2	25208.0	26586.0	60293.0	41081.0	21280.0	19361.0	57452.0	84927.0	1.0	41021.0	35468.0	63351.0	28577.0	63370.0	1.0	113322.0	79795.0	36592.0	21931.0	61093.0	28178.0	17275.0	78578.0	68083.0	51410.0	28493.0	20331.0	23480.0	68100.0	59105.0	130834.0	57788.0	37435.0	46742.0	1.0	34742.0	14067.0	16711.0	14755.0	15858.0	46068.0	73924.0	44966.0	47958.0
636.22845@3.6829696	2	59137.0	25793.0	46973.0	42648.0	29919.0	36125.0	47692.0	52281.0	19509.0	30356.0	42881.0	32580.0	54199.0	45945.0	33151.0	35968.0	63781.0	59108.0	30200.0	49039.0	47034.0	37936.0	60079.0	40584.0	36049.0	20721.0	30414.0	20725.0	37346.0	47203.0	69572.0	36431.0	29591.0	37070.0	33868.0	25861.0	30030.0	29053.0	23507.0	25850.0	29518.0	58268.0	26358.0	26723.0
143.07375@3.6826878	2	891586.0	882983.0	1976276.0	1193945.0	702973.0	753088.0	1876266.0	1979734.0	548478.0	1078609.0	973586.0	1373348.0	897882.0	1952977.0	694913.0	1526124.0	2446993.0	1692959.0	689503.0	1995909.0	846415.0	727808.0	2380509.0	1661355.0	1548211.0	821630.0	675003.0	722932.0	1516376.0	1888012.0	2171297.0	1619725.0	1019572.0	1504767.0	675317.0	1226343.0	653911.0	641048.0	601605.0	611593.0	1270638.0	1278797.0	1285653.0	1220226.0
169.05325@3.6827507	2	309491.0	308513.0	662113.0	423697.0	247435.0	259257.0	625680.0	653791.0	191440.0	368462.0	340245.0	455869.0	318896.0	650404.0	242987.0	505016.0	782608.0	558896.0	238088.0	662398.0	296336.0	257486.0	771874.0	550376.0	506792.0	291564.0	232161.0	255620.0	500417.0	621957.0	696176.0	531111.0	355765.0	495565.0	236617.0	399087.0	228983.0	221972.0	216118.0	208885.0	421924.0	429312.0	432088.0	410039.0
446.1262@3.6835158	2	78692.0	102620.0	335870.0	128302.0	76901.0	79057.0	313241.0	351683.0	63521.0	143645.0	119906.0	281353.0	101669.0	313847.0	91507.0	312230.0	390728.0	282702.0	83725.0	358438.0	95658.0	72520.0	422594.0	257722.0	240429.0	101757.0	95993.0	89516.0	313545.0	316052.0	331221.0	236417.0	132958.0	268399.0	69862.0	240482.0	62604.0	74577.0	74471.0	83289.0	222193.0	222341.0	222536.0	236753.0
114.04687@3.6828759	2	399546.0	180843.0	918477.0	238366.0	146543.0	157819.0	396840.0	917534.0	248345.0	218713.0	196496.0	288119.0	412275.0	885539.0	144414.0	715698.0	511335.0	776683.0	141760.0	899013.0	176201.0	332048.0	1077111.0	772290.0	718506.0	365503.0	295055.0	329446.0	698781.0	866156.0	988439.0	335273.0	460413.0	332921.0	298040.0	274254.0	140385.0	287675.0	126782.0	270316.0	602191.0	279789.0	596762.0	283781.0
248.05412@3.6850975	2	53334.0	62544.0	144851.0	71501.0	55588.0	55944.0	143988.0	148783.0	1.0	69902.0	72398.0	130390.0	61905.0	144422.0	59324.0	134998.0	157283.0	101988.0	58383.0	142145.0	62695.0	53445.0	160633.0	132353.0	124011.0	63243.0	64376.0	54207.0	135467.0	151016.0	129173.0	131292.0	72468.0	131326.0	51815.0	127845.0	55461.0	58758.0	54585.0	56570.0	121983.0	121240.0	123086.0	133083.0
